Time,Cement_Temperature_C,Silo_Level_Percent,Compressive_Strength_3day_MPa,Compressive_Strength_28day_MPa,Setting_Time_Initial_min,Setting_Time_Final_min,Soundness_mm,Packing_Rate_bags_min,Bag_Weight_kg,Dust_Emission_mg_Nm3,Dispatch_Rate_tph
00:22:50,88.4,58.7,28.9,49.0,46.0,318.0,2.71,11.1,50.07,12.3,50.5
00:22:55,83.4,57.3,29.6,53.1,44.0,281.0,2.24,11.9,49.87,5.9,46.3
00:23:00,77.3,65.6,29.4,50.5,42.0,306.0,2.54,12.3,49.91,10.3,43.9
00:23:05,80.1,57.1,30.9,49.9,48.0,285.0,2.27,11.3,49.93,9.6,44.1
00:23:10,71.8,52.6,28.4,50.1,52.0,320.0,3.49,11.8,50.04,10.8,42.9
00:23:15,83.0,60.2,30.8,50.1,49.0,317.0,1.71,11.4,49.82,9.3,43.1
00:23:20,71.9,55.7,29.1,50.2,44.0,295.0,2.83,12.8,50.02,8.5,48.5
00:23:25,81.6,53.3,30.2,49.0,39.0,300.0,2.21,12.0,50.01,10.4,47.8
00:23:30,83.5,61.7,30.9,49.9,43.0,310.0,1.38,12.4,50.14,14.3,41.8
00:23:35,77.6,53.7,29.3,48.3,48.0,295.0,3.05,13.0,50.16,11.0,44.5
00:23:40,76.9,38.6,30.7,48.0,40.0,296.0,3.48,12.7,49.99,9.0,43.8
00:23:45,79.5,63.5,29.3,50.0,44.0,307.0,3.18,12.1,50.21,7.3,41.3
00:23:50,83.3,50.1,29.7,51.5,47.0,293.0,2.26,11.3,50.06,8.5,47.1
00:23:55,81.9,51.5,29.8,50.4,43.0,298.0,1.82,11.4,49.99,7.6,52.2
00:24:00,78.8,52.6,30.8,46.8,41.0,304.0,2.4,11.6,50.02,10.4,40.6
00:24:05,83.1,52.6,31.7,49.5,43.0,308.0,1.96,12.0,50.01,7.9,44.6
00:24:10,71.2,62.7,30.2,48.0,45.0,299.0,2.8,10.7,50.12,13.0,42.4
00:24:15,74.8,63.6,31.4,51.4,48.0,297.0,2.02,11.7,50.01,9.6,45.3
00:24:20,81.8,61.6,31.4,48.7,45.0,299.0,2.63,12.1,50.1,10.4,42.8
00:24:25,72.9,60.2,29.8,49.8,47.0,295.0,2.58,12.0,50.04,11.5,43.0
00:24:30,78.4,52.2,28.7,49.7,44.0,315.0,2.01,11.4,50.1,9.2,48.4
00:24:35,80.5,55.2,31.2,51.6,43.0,316.0,1.97,11.4,49.97,13.6,49.9
00:24:40,84.4,60.2,30.0,51.1,45.0,315.0,2.69,12.5,49.96,11.7,49.5
00:24:45,88.9,44.4,30.7,49.5,50.0,309.0,2.96,12.7,49.98,9.6,47.8
00:24:50,73.5,73.4,29.4,51.3,50.0,297.0,2.19,11.6,49.93,11.6,46.2
00:24:55,77.9,37.6,30.4,49.3,46.0,300.0,2.41,11.9,49.98,13.3,41.2
00:25:00,86.0,67.7,29.2,49.9,43.0,288.0,2.95,11.8,50.11,7.7,45.9
00:25:05,82.9,56.3,29.7,50.2,51.0,294.0,2.06,11.2,49.86,5.9,47.9
00:25:10,92.4,68.8,30.4,51.2,41.0,295.0,2.42,12.4,49.89,10.6,41.8
00:25:15,84.4,65.4,32.7,50.0,46.0,319.0,3.33,12.3,49.93,8.9,45.5
00:25:20,85.4,58.5,29.6,49.5,49.0,305.0,2.3,10.4,49.97,11.2,41.5
00:25:25,79.7,49.7,30.1,50.4,45.0,292.0,1.8,12.3,49.96,8.2,44.2
00:25:30,77.5,41.0,29.9,51.5,41.0,293.0,2.09,11.8,50.11,12.1,43.5
00:25:35,85.2,38.5,29.3,50.3,41.0,311.0,2.71,12.1,50.02,9.4,46.3
00:25:40,81.2,66.8,29.0,50.3,48.0,309.0,3.26,12.2,50.01,12.1,49.2
00:25:45,77.9,40.7,31.2,49.7,43.0,291.0,3.05,11.4,50.01,8.7,46.3
00:25:50,79.4,52.8,28.2,50.8,41.0,303.0,2.56,12.4,49.96,11.0,49.7
00:25:55,82.1,57.0,30.7,49.4,51.0,297.0,2.32,12.5,49.93,11.4,40.9
00:26:00,75.1,62.1,29.6,49.3,47.0,297.0,2.48,11.1,49.91,10.2,44.9
00:26:05,76.9,48.3,28.8,50.8,37.0,306.0,2.76,11.3,49.94,7.1,44.4
00:26:10,84.1,70.2,28.9,50.3,49.0,287.0,3.99,13.4,50.03,9.3,46.4
00:26:15,77.4,53.4,29.9,49.4,47.0,295.0,2.13,11.6,49.86,13.0,45.6
00:26:20,77.0,64.3,29.7,49.6,51.0,302.0,2.2,13.2,50.07,8.8,41.8
00:26:25,81.4,58.3,30.5,48.5,41.0,289.0,2.09,12.2,50.13,11.3,43.5
00:26:30,81.5,56.5,30.7,51.2,49.0,315.0,1.8,11.8,49.96,11.2,44.4
00:26:35,78.1,64.5,30.8,49.5,48.0,308.0,3.27,11.2,50.0,9.4,45.4
00:26:40,81.9,41.7,30.2,48.4,46.0,304.0,2.23,12.7,49.82,10.1,46.9
00:26:45,73.7,64.4,29.6,48.4,47.0,318.0,2.86,12.5,49.99,11.3,40.5
00:26:50,76.3,58.9,30.7,49.9,40.0,297.0,2.85,12.7,50.02,8.3,49.5
00:26:55,77.1,60.6,30.0,50.2,48.0,308.0,1.82,12.5,50.05,9.2,46.3
00:27:00,85.5,53.9,28.9,49.4,43.0,306.0,2.47,12.1,50.12,8.9,45.9
00:27:05,83.0,50.7,29.5,50.1,48.0,301.0,2.84,11.9,50.0,8.9,48.2
00:27:10,78.2,59.4,29.5,50.8,40.0,288.0,1.96,12.4,49.96,8.6,44.2
00:27:15,82.9,52.0,29.5,50.2,44.0,304.0,2.65,12.2,50.13,10.9,44.5
00:27:20,85.5,57.8,28.4,48.6,47.0,311.0,3.08,12.1,50.16,11.2,44.3
00:27:25,74.2,66.9,29.9,48.8,44.0,270.0,2.05,11.9,49.97,6.2,43.9
00:27:30,84.1,57.3,30.3,48.8,49.0,294.0,2.33,11.8,49.9,10.4,40.8
00:27:35,83.9,57.8,29.1,49.2,45.0,312.0,3.72,11.4,50.21,12.4,41.0
00:27:40,83.3,53.0,29.6,49.2,44.0,303.0,2.13,11.8,49.93,9.2,44.7
00:27:45,77.9,57.6,29.9,50.0,43.0,305.0,1.95,11.1,50.07,11.5,41.9
00:27:50,75.1,72.2,29.9,51.1,49.0,305.0,2.82,11.2,50.0,10.2,45.9
00:27:55,72.5,50.2,29.0,51.8,49.0,311.0,2.82,12.2,50.01,8.1,42.6
00:28:00,76.0,55.0,29.8,48.3,46.0,270.0,2.21,12.7,49.94,10.6,45.2
00:28:05,87.4,56.8,28.5,49.5,45.0,310.0,3.01,11.8,50.03,8.6,46.3
00:28:10,85.9,54.8,32.7,49.7,47.0,287.0,2.59,11.6,49.87,9.0,46.7
00:28:15,81.5,41.5,29.5,48.8,45.0,301.0,1.84,12.0,50.12,10.1,42.9
00:28:20,78.4,52.6,29.8,49.8,46.0,286.0,2.86,12.0,50.08,8.2,42.6
00:28:25,82.8,42.4,31.7,49.9,44.0,318.0,2.92,12.0,49.92,10.6,45.4
00:28:30,79.8,49.9,30.0,50.6,39.0,301.0,1.67,11.3,49.97,9.3,44.7
00:28:35,85.3,42.3,29.7,53.0,47.0,295.0,2.63,11.6,50.01,9.8,43.0
00:28:40,89.3,53.0,30.5,52.0,49.0,305.0,2.29,12.5,50.09,11.2,42.1
00:28:45,79.8,49.4,30.4,50.0,46.0,293.0,1.84,12.0,49.95,15.5,46.6
00:28:50,81.7,55.0,30.4,50.6,45.0,320.0,3.41,12.9,49.94,7.7,46.1
00:28:55,77.3,52.4,31.4,52.8,45.0,313.0,2.37,11.3,50.16,12.0,41.4
00:29:00,81.1,59.6,30.4,50.5,45.0,293.0,3.24,12.3,49.98,8.5,43.5
00:29:05,84.2,54.9,28.5,49.5,47.0,321.0,2.52,11.9,49.85,5.4,44.8
00:29:10,80.5,60.1,28.9,50.8,41.0,318.0,2.65,12.7,50.04,10.2,41.0
00:29:15,81.3,48.8,31.1,51.2,44.0,296.0,2.57,11.8,49.94,9.6,51.6
00:29:20,77.4,54.8,28.7,50.4,41.0,302.0,2.06,12.4,50.08,11.7,48.0
00:29:25,75.3,46.7,31.6,50.1,47.0,320.0,2.92,12.7,49.94,9.9,44.9
00:29:30,74.2,47.6,30.7,48.5,46.0,277.0,2.09,12.2,49.85,9.4,42.3
00:29:35,82.6,65.0,30.3,49.7,44.0,311.0,3.11,12.4,50.16,11.7,43.7
00:29:40,77.7,56.9,29.2,50.6,48.0,308.0,1.82,13.1,49.98,6.8,43.9
00:29:45,77.8,55.8,29.4,50.0,41.0,314.0,2.09,12.0,49.9,11.7,42.5
00:29:50,82.3,52.1,29.6,49.3,49.0,301.0,3.4,12.3,49.83,9.8,39.9
00:29:55,82.8,37.9,30.4,49.3,52.0,305.0,2.27,11.7,50.11,10.3,43.9
00:30:00,77.8,63.8,27.7,49.1,45.0,286.0,2.32,11.3,49.82,4.7,47.6
00:30:05,81.8,57.9,29.3,50.6,48.0,290.0,2.41,10.7,50.04,10.3,47.2
00:30:10,85.3,48.9,30.7,51.4,46.0,291.0,2.22,11.6,50.04,8.9,46.7
00:30:15,83.7,55.2,30.2,50.0,49.0,294.0,3.25,11.4,49.98,11.0,43.3
00:30:20,81.5,61.4,31.3,50.7,43.0,307.0,3.3,12.3,49.9,5.9,48.3
00:30:25,79.9,56.4,30.0,47.7,44.0,299.0,2.7,11.6,50.2,12.9,46.8
00:30:30,74.1,46.6,29.0,48.9,47.0,308.0,3.08,11.4,49.99,12.1,43.5
00:30:35,74.1,51.1,31.5,51.8,48.0,319.0,3.8,11.4,50.03,4.7,46.1
00:30:40,77.9,51.5,30.4,51.0,42.0,274.0,3.74,13.1,49.77,9.4,42.0
00:30:45,75.9,56.7,30.8,49.1,47.0,308.0,2.44,12.7,50.08,8.8,41.9
00:30:50,78.7,61.4,28.4,49.9,49.0,292.0,1.81,11.2,49.89,8.9,45.4
00:30:55,73.5,50.2,30.6,48.6,50.0,312.0,2.34,12.2,49.93,9.0,42.6
00:31:00,78.1,60.4,30.5,49.2,41.0,295.0,3.01,12.4,49.87,11.3,45.8
00:31:05,76.7,51.9,30.0,48.7,52.0,320.0,2.69,11.4,50.14,11.7,45.3
00:31:10,83.8,60.9,30.6,50.2,46.0,316.0,1.85,11.5,50.12,9.7,44.2
00:31:15,80.3,58.3,28.9,48.9,46.0,317.0,2.5,12.4,49.87,8.0,44.8
00:31:20,86.1,53.6,29.0,51.2,46.0,295.0,2.52,11.6,49.95,5.9,40.3
00:31:25,81.1,47.1,30.2,49.0,48.0,309.0,2.85,12.1,49.97,8.2,51.4
00:31:30,81.0,48.1,29.4,50.2,51.0,321.0,3.48,11.5,50.08,11.6,42.1
00:31:35,84.7,49.3,29.1,47.9,47.0,309.0,2.81,13.3,50.13,10.5,41.9
00:31:40,77.8,56.6,30.6,49.6,44.0,297.0,2.26,11.5,49.91,8.7,50.0
00:31:45,81.9,65.8,29.0,51.3,41.0,311.0,2.41,11.8,49.98,8.7,41.9
00:31:50,81.8,42.7,31.3,49.4,50.0,303.0,2.55,12.1,50.06,14.2,49.9
00:31:55,81.6,53.5,28.7,50.1,48.0,310.0,2.58,11.7,50.0,9.6,45.1
00:32:00,81.9,63.9,27.2,49.7,43.0,280.0,2.76,10.8,49.88,7.1,41.0
00:32:05,77.8,66.8,29.1,50.5,43.0,290.0,2.94,12.2,50.02,12.7,39.7
00:32:10,74.3,43.7,30.2,49.8,47.0,319.0,2.8,11.3,49.95,8.6,53.8
00:32:15,82.6,60.6,30.5,49.9,44.0,300.0,2.77,11.6,50.01,4.0,44.3
00:32:20,82.0,42.6,31.6,50.1,47.0,283.0,2.27,12.3,50.06,12.5,41.4
00:32:25,79.3,61.0,30.3,51.0,45.0,303.0,3.06,12.4,50.07,14.0,48.4
00:32:30,80.5,58.9,30.6,50.3,45.0,302.0,3.3,11.1,49.88,9.6,46.7
00:32:35,87.4,46.8,28.7,48.6,44.0,309.0,2.89,11.9,49.98,12.7,41.1
00:32:40,77.8,38.6,30.8,51.5,46.0,305.0,2.5,12.1,49.96,8.9,42.9
00:32:45,82.8,43.0,28.9,50.7,42.0,295.0,2.62,10.9,50.05,10.7,47.5
00:32:50,85.3,65.8,30.5,49.5,45.0,313.0,2.96,11.6,49.93,8.8,43.5
00:32:55,79.1,58.0,29.1,48.5,51.0,309.0,2.83,11.3,49.94,9.3,49.6
00:33:00,78.8,55.0,28.9,50.8,42.0,306.0,2.15,11.9,50.06,10.4,46.4
00:33:05,70.3,53.3,29.2,50.2,49.0,291.0,2.83,11.9,50.2,12.2,39.6
00:33:10,77.0,58.1,30.2,48.2,48.0,269.0,2.06,12.5,49.98,10.5,45.1
00:33:15,73.0,47.6,29.3,48.9,50.0,265.0,2.04,12.2,49.88,10.0,51.1
00:33:20,81.5,59.2,30.9,50.8,46.0,326.0,1.89,11.2,49.87,10.5,46.9
00:33:25,78.9,47.8,30.0,49.3,46.0,301.0,3.0,11.9,50.12,11.3,49.7
00:33:30,74.9,47.6,29.9,48.8,50.0,317.0,2.46,12.5,50.04,9.6,46.2
00:33:35,77.4,41.8,28.3,48.2,44.0,285.0,1.91,12.1,50.01,5.1,45.0
00:33:40,83.2,58.3,29.7,50.3,45.0,325.0,2.38,11.2,50.17,6.0,43.2
00:33:45,71.3,65.8,29.4,49.6,45.0,293.0,2.79,12.8,49.96,9.8,43.8
00:33:50,73.2,66.5,29.8,50.8,45.0,315.0,2.77,12.4,49.9,12.6,42.5
00:33:55,80.3,55.7,31.0,49.9,44.0,292.0,2.57,11.4,50.13,9.7,47.1
00:34:00,72.0,57.6,30.8,50.0,44.0,298.0,1.71,12.3,50.06,11.9,41.7
00:34:05,78.5,59.8,30.3,49.2,44.0,313.0,1.8,13.6,49.87,8.0,43.3
00:34:10,79.3,48.6,28.5,51.3,45.0,306.0,2.1,11.9,50.21,9.2,49.4
00:34:15,70.5,52.6,30.2,50.2,48.0,311.0,3.04,11.6,50.06,13.6,43.5
00:34:20,87.1,65.4,29.5,50.9,47.0,305.0,2.68,10.7,49.93,10.0,44.3
00:34:25,84.8,62.9,33.0,51.3,45.0,323.0,1.73,12.2,50.12,9.3,42.5
00:34:30,84.9,47.2,30.0,49.2,38.0,328.0,3.26,12.3,49.93,9.5,46.5
00:34:35,80.5,60.6,30.3,49.6,47.0,319.0,3.86,12.3,50.09,7.8,50.6
00:34:40,81.5,48.9,31.1,49.4,51.0,300.0,3.16,12.0,49.81,9.4,42.6
00:34:45,76.6,55.8,30.9,50.2,47.0,300.0,1.88,12.7,50.02,10.6,48.5
00:34:50,73.0,51.0,30.8,49.2,39.0,304.0,2.63,11.1,50.01,10.2,46.8
00:34:55,83.0,60.2,29.4,51.0,44.0,291.0,3.13,11.7,49.9,10.4,43.6
00:35:00,77.2,60.6,30.7,49.2,48.0,319.0,2.22,12.4,49.97,12.0,44.8
00:35:05,83.4,62.2,31.5,51.3,40.0,307.0,1.92,11.5,49.95,12.9,46.5
00:35:10,79.8,55.2,29.5,49.4,52.0,308.0,2.48,11.4,49.93,11.0,45.4
00:35:15,74.0,37.3,29.8,50.9,45.0,302.0,1.92,13.0,49.88,10.1,42.4
00:35:20,88.7,62.6,28.3,51.1,38.0,307.0,2.85,11.9,50.07,10.6,47.5
00:35:25,67.1,59.0,31.1,49.7,38.0,283.0,2.57,11.1,50.12,14.3,42.7
00:35:30,82.2,52.1,27.8,50.2,47.0,311.0,2.42,10.9,49.98,8.1,46.2
00:35:35,78.4,59.6,31.3,50.6,49.0,316.0,2.34,11.9,49.93,8.8,43.2
00:35:40,78.3,56.6,30.0,48.8,41.0,282.0,3.12,10.7,49.96,10.0,46.3
00:35:45,77.2,52.0,31.6,49.8,42.0,290.0,2.61,11.8,50.09,10.3,46.7
00:35:50,79.8,71.8,30.2,49.8,46.0,303.0,2.71,11.4,49.91,7.8,36.6
00:35:55,83.5,58.3,28.4,49.7,42.0,296.0,3.51,12.6,49.88,10.6,47.3
00:36:00,76.6,48.4,29.7,48.6,44.0,283.0,3.12,11.4,50.04,10.2,48.7
00:36:05,80.2,57.3,29.8,49.3,45.0,281.0,2.06,11.9,49.92,13.8,44.4
00:36:10,79.2,58.6,30.3,50.1,50.0,326.0,1.84,12.1,49.85,8.2,47.0
00:36:15,84.7,59.9,31.0,49.4,49.0,292.0,3.22,12.0,50.08,8.6,47.7
00:36:20,69.1,57.9,30.6,49.7,50.0,297.0,2.24,13.0,49.95,11.2,42.2
00:36:25,79.9,60.5,28.2,50.3,43.0,296.0,2.39,12.9,50.1,11.6,40.4
00:36:30,82.2,48.1,30.4,50.9,45.0,320.0,2.84,11.2,50.11,12.9,47.7
00:36:35,80.7,56.2,31.2,50.1,48.0,303.0,2.62,11.2,50.15,7.7,47.9
00:36:40,74.0,72.0,31.2,49.1,42.0,296.0,1.51,12.3,49.91,9.7,46.2
00:36:45,80.9,58.0,29.6,49.1,45.0,317.0,2.91,12.5,50.09,13.7,48.4
00:36:50,80.9,45.5,28.1,49.4,36.0,303.0,2.15,11.6,50.1,11.2,45.9
00:36:55,80.8,44.2,31.4,51.6,48.0,289.0,2.55,12.1,49.97,11.0,43.8
00:37:00,79.5,47.2,31.1,51.4,47.0,312.0,2.48,12.0,49.93,11.0,48.9
00:37:05,83.9,62.9,30.5,51.4,42.0,293.0,2.86,10.7,49.9,6.4,44.8
00:37:10,74.5,50.8,29.7,48.7,43.0,319.0,2.17,12.3,50.08,8.7,45.9
00:37:15,85.3,55.5,30.8,49.2,45.0,309.0,3.28,12.2,50.05,9.5,42.0
00:37:20,77.2,57.5,30.9,48.6,42.0,298.0,2.99,12.3,49.98,7.2,43.1
00:37:25,83.2,45.4,29.2,50.2,49.0,303.0,2.09,12.4,50.09,11.4,49.5
00:37:30,83.2,58.9,28.1,48.9,43.0,279.0,2.22,12.2,50.01,7.8,45.7
00:37:35,80.3,49.4,31.3,49.2,49.0,301.0,3.35,11.9,50.05,9.4,42.7
00:37:40,78.8,39.0,29.8,48.8,40.0,314.0,2.49,11.9,49.98,7.5,44.6
00:37:45,82.8,55.7,32.5,50.2,44.0,301.0,3.06,12.1,49.9,9.2,49.3
00:37:50,83.2,62.1,30.6,49.0,41.0,289.0,2.16,11.7,49.92,8.2,43.0
00:37:55,85.1,56.2,30.9,51.6,41.0,304.0,2.46,11.3,49.92,9.5,48.8
00:38:00,83.3,56.7,29.8,49.1,42.0,295.0,2.14,12.1,49.81,10.3,43.9
00:38:05,79.4,47.4,29.8,51.1,44.0,296.0,3.2,11.6,49.95,8.0,40.1
00:38:10,80.3,49.9,29.7,51.4,47.0,316.0,3.03,11.5,50.13,12.5,39.9
00:38:15,78.4,57.3,31.0,51.7,48.0,305.0,2.83,11.4,49.93,10.6,42.6
00:38:20,79.1,60.2,28.8,47.6,44.0,312.0,2.51,11.6,49.87,8.3,48.8
00:38:25,85.6,52.4,29.6,50.1,46.0,294.0,3.43,11.8,49.98,12.5,44.4
00:38:30,88.7,63.6,29.8,53.2,41.0,318.0,2.1,11.4,50.14,12.3,49.2
00:38:35,76.1,59.9,31.1,49.6,42.0,300.0,2.49,12.7,50.11,13.7,45.6
00:38:40,87.5,52.0,31.8,48.3,39.0,293.0,2.29,12.8,50.01,10.9,46.7
00:38:45,81.1,55.7,29.1,49.1,45.0,290.0,2.37,11.8,50.06,9.3,41.5
00:38:50,83.8,49.4,31.2,50.4,45.0,301.0,2.2,12.2,50.17,7.9,40.2
00:38:55,79.2,56.8,30.2,51.9,45.0,309.0,3.42,12.3,50.21,9.7,46.8
00:39:00,81.1,51.9,29.5,48.1,49.0,303.0,2.98,12.4,49.98,10.5,43.9
00:39:05,76.3,61.6,32.2,51.0,41.0,277.0,1.22,11.6,49.87,10.5,47.5
00:39:10,79.5,59.4,30.4,50.3,43.0,310.0,2.42,12.3,49.97,14.1,40.1
00:39:15,78.6,50.4,31.6,50.2,47.0,314.0,2.98,11.0,50.22,10.7,40.8
00:39:20,80.6,65.0,28.1,51.3,45.0,288.0,2.21,12.7,49.96,10.5,45.3
00:39:25,78.6,67.4,28.7,48.8,50.0,318.0,2.59,12.8,50.11,9.2,39.9
00:39:30,75.5,53.7,30.2,50.4,44.0,305.0,2.45,11.4,49.97,7.7,42.9
00:39:35,83.2,46.3,30.2,49.3,40.0,294.0,2.85,12.1,50.12,11.3,44.5
00:39:40,83.0,57.1,30.9,49.7,43.0,287.0,2.89,11.0,50.11,9.2,48.0
00:39:45,74.4,57.1,30.4,49.9,48.0,312.0,1.48,12.0,49.99,9.0,48.8
00:39:50,72.3,55.4,27.5,48.9,45.0,284.0,2.52,11.2,50.1,6.6,45.6
00:39:55,84.4,57.0,30.3,48.5,46.0,310.0,2.36,11.5,50.1,10.9,47.4
00:40:00,75.3,50.2,29.8,48.2,42.0,313.0,1.76,12.2,50.09,13.6,45.3
00:40:05,80.1,57.8,30.5,51.6,51.0,297.0,2.35,11.2,49.92,11.3,47.8
00:40:10,79.8,56.4,28.2,48.8,48.0,286.0,2.09,11.3,50.06,5.4,43.1
00:40:15,78.2,45.4,29.7,50.5,40.0,308.0,3.03,11.9,50.09,9.9,46.3
00:40:20,76.8,42.4,31.4,49.9,47.0,314.0,2.25,12.2,49.97,10.6,43.3
00:40:25,82.3,53.2,31.0,50.4,45.0,293.0,2.28,12.6,49.92,7.2,47.9
00:40:30,80.7,55.9,29.1,50.4,47.0,306.0,2.08,12.8,49.95,11.5,41.2
00:40:35,81.4,61.6,29.9,49.4,45.0,305.0,2.84,12.0,50.05,8.1,45.0
00:40:40,80.1,59.4,31.0,50.4,41.0,287.0,3.27,10.5,49.93,8.5,43.9
00:40:45,67.4,50.4,30.2,48.9,41.0,289.0,2.67,12.8,49.93,10.2,45.7
00:40:50,85.3,51.7,30.5,49.7,47.0,298.0,2.29,11.7,49.97,9.9,51.7
00:40:55,78.7,58.3,31.9,49.3,45.0,311.0,1.75,11.7,49.92,8.7,47.9
00:41:00,77.5,58.1,29.4,48.6,44.0,304.0,2.68,11.8,49.84,7.4,49.7
00:41:05,82.8,64.2,30.1,50.4,45.0,274.0,2.45,13.0,50.04,9.6,43.0
00:41:10,80.4,54.0,28.6,49.1,45.0,304.0,2.8,12.8,49.87,9.3,48.5
00:41:15,86.5,48.8,31.3,49.4,42.0,313.0,1.98,11.8,50.06,9.4,47.8
00:41:20,75.1,53.3,28.5,51.4,42.0,301.0,3.45,12.9,50.1,11.0,36.4
00:41:25,76.5,40.6,29.8,50.7,46.0,288.0,2.34,11.7,49.93,12.6,41.6
00:41:30,81.5,59.7,31.6,50.6,43.0,307.0,2.87,12.0,50.0,10.7,46.5
00:41:35,83.6,45.0,30.2,50.0,43.0,296.0,2.71,11.6,50.06,6.2,43.2
00:41:40,78.6,52.2,30.6,51.4,44.0,298.0,2.56,10.8,49.93,10.2,44.8
00:41:45,83.4,58.2,30.4,49.2,48.0,314.0,2.99,12.7,49.9,9.8,42.5
00:41:50,80.4,44.6,29.4,50.7,42.0,307.0,2.34,11.9,49.91,10.3,45.0
00:41:55,79.7,55.8,31.4,49.8,48.0,311.0,2.53,11.1,49.92,8.3,44.4
00:42:00,80.8,55.6,31.2,51.8,49.0,297.0,2.15,13.3,50.01,7.9,44.4
00:42:05,81.5,60.1,31.0,50.8,48.0,302.0,2.32,11.6,49.93,12.6,46.3
00:42:10,86.6,66.2,30.6,52.2,46.0,291.0,1.91,12.4,50.05,11.2,50.1
00:42:15,77.4,56.3,30.1,49.8,47.0,292.0,2.18,12.3,49.77,9.1,45.0
00:42:20,75.9,63.2,30.3,51.1,46.0,315.0,2.83,11.3,50.17,9.7,47.1
00:42:25,77.3,63.9,30.3,50.0,47.0,292.0,2.66,11.0,50.29,12.1,43.3
00:42:30,74.8,41.6,29.1,49.6,45.0,288.0,2.29,11.8,50.02,5.8,42.9
00:42:35,85.1,59.2,29.2,50.3,42.0,296.0,1.56,12.0,50.1,10.8,45.5
00:42:40,80.2,44.0,29.6,50.1,44.0,286.0,2.61,11.9,49.88,9.7,41.2
00:42:45,83.4,52.3,27.2,49.9,46.0,316.0,3.11,11.3,50.02,12.2,46.0
00:42:50,78.1,64.2,29.8,50.5,47.0,310.0,2.03,11.4,49.9,9.1,48.9
00:42:55,85.6,58.1,31.0,50.0,40.0,299.0,1.89,12.7,49.88,14.6,47.6
00:43:00,80.0,55.6,30.5,50.4,48.0,296.0,2.65,12.0,49.97,8.1,40.7
00:43:05,84.0,56.8,29.2,49.1,46.0,305.0,3.19,12.3,50.0,9.1,44.6
00:43:10,83.3,48.2,31.4,51.0,46.0,296.0,2.47,12.2,50.09,12.9,42.2
00:43:15,80.9,51.4,30.0,50.1,44.0,308.0,2.2,11.7,49.91,9.1,42.0
00:43:20,72.0,53.5,30.4,48.4,48.0,292.0,2.7,11.8,50.02,9.8,45.1
00:43:25,78.8,57.8,29.4,49.2,44.0,290.0,2.03,10.8,50.02,10.3,46.3
00:43:30,75.3,55.4,30.5,50.4,44.0,295.0,2.23,12.0,50.0,8.8,48.1
00:43:35,83.9,60.4,29.7,49.3,45.0,280.0,2.83,12.5,49.92,11.9,42.8
00:43:40,78.4,57.1,32.1,48.3,49.0,326.0,2.59,12.0,49.96,12.9,43.9
00:43:45,71.1,55.1,30.1,49.8,46.0,265.0,1.97,10.7,50.2,15.0,44.2
00:43:50,81.0,42.9,31.4,49.3,47.0,285.0,2.43,12.0,50.11,11.6,43.6
00:43:55,82.3,55.1,31.7,48.8,45.0,302.0,2.77,10.6,50.08,8.6,46.4
00:44:00,77.5,48.8,31.9,49.0,47.0,312.0,2.3,12.0,50.07,10.8,45.1
00:44:05,81.1,59.0,29.8,50.7,44.0,291.0,2.39,11.9,50.03,8.9,47.9
00:44:10,85.1,62.6,31.0,50.5,44.0,310.0,3.97,12.4,50.13,9.4,43.2
00:44:15,80.1,60.3,29.4,48.8,42.0,303.0,2.65,11.8,50.07,10.3,40.8
00:44:20,83.6,48.2,32.2,49.1,49.0,311.0,3.38,12.4,50.01,10.6,46.5
00:44:25,81.8,58.7,30.6,51.4,40.0,288.0,3.05,11.6,50.14,6.8,47.3
00:44:30,78.2,52.2,30.7,50.6,48.0,295.0,2.07,12.7,50.12,9.3,46.2
00:44:35,82.5,45.3,29.1,51.0,47.0,287.0,3.01,12.6,50.07,10.1,45.9
00:44:40,74.8,58.6,29.4,51.2,43.0,311.0,2.55,12.3,49.97,9.1,42.3
00:44:45,80.4,52.4,27.9,50.7,51.0,306.0,1.95,12.7,49.96,9.0,47.8
00:44:50,67.7,62.0,30.5,50.7,51.0,300.0,2.23,11.4,50.1,10.6,48.3
00:44:55,82.4,55.7,31.4,50.3,48.0,319.0,3.13,11.9,49.88,8.9,41.5
00:45:00,84.5,65.5,30.1,51.2,45.0,305.0,3.14,10.4,49.99,8.7,43.4
00:45:05,78.5,60.0,29.6,49.2,42.0,279.0,2.23,11.6,49.94,8.6,48.7
00:45:10,82.5,53.3,31.2,48.2,44.0,303.0,1.96,11.5,49.81,9.9,46.5
00:45:15,85.0,55.9,29.6,49.9,50.0,303.0,2.44,11.9,50.09,8.7,44.7
00:45:20,81.1,56.6,28.9,49.2,50.0,297.0,1.24,12.0,50.1,10.1,49.6
00:45:25,80.7,53.4,31.9,50.8,50.0,293.0,2.41,12.8,50.21,7.9,45.9
00:45:30,82.1,58.5,27.7,50.0,47.0,291.0,2.36,11.9,49.81,11.8,42.4
00:45:35,80.8,54.5,29.2,48.9,43.0,279.0,2.7,12.0,50.06,9.9,42.9
00:45:40,82.2,40.6,29.4,51.6,41.0,307.0,1.47,11.7,50.11,6.5,42.4
00:45:45,75.2,64.8,29.1,50.0,48.0,305.0,2.73,12.9,49.87,9.7,46.1
00:45:50,83.2,43.7,30.3,50.7,41.0,296.0,2.36,12.2,50.11,14.0,45.8
